Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction Rating
Female,41,Returning,Business,Business,806,0,0,5,5,4,5,5,4,4,4,5,5,4,5,4,4,Very Satisfied
Female,41,Returning,Business,Business,859,0,0,2,2,4,4,2,5,4,5,4,5,5,2,5,5,Satisfied
Male,45,Returning,Business,Business,806,0,20,5,5,5,4,5,4,5,4,5,2,4,5,4,4,Satisfied
Female,20,First-time,Business,Economy,806,0,0,3,3,2,3,4,4,5,5,5,5,3,3,5,4,Satisfied
Male,39,Returning,Business,Business,2620,2,4,5,5,3,4,5,4,4,4,3,5,4,5,4,4,Satisfied
Female,60,Returning,Business,Business,806,0,0,3,3,5,5,3,4,4,4,3,2,4,3,4,4,Satisfied
Female,40,Returning,Business,Business,3711,7,0,4,4,5,4,4,4,5,4,4,2,4,4,4,4,Satisfied
Male,52,Returning,Business,Business,3153,0,0,3,3,3,2,3,2,3,2,1,4,2,2,2,2,Dissatisfied
Female,44,Returning,Personal,Economy,859,0,0,5,3,4,4,3,2,4,3,5,3,2,3,2,2,Neutral
Male,41,Returning,Personal,Economy,859,0,98,5,1,5,1,1,4,5,2,5,5,4,1,5,5,Satisfied
Female,37,Returning,Personal,Economy,806,0,0,4,2,2,2,1,2,2,3,2,2,5,2,2,5,Neutral
Female,45,Returning,Personal,Economy,859,0,0,5,1,3,5,4,2,5,1,4,4,2,1,2,2,Neutral
Male,67,Returning,Personal,Economy,859,26,29,5,2,3,2,1,5,2,2,2,2,5,2,2,5,Neutral
Female,26,Returning,Personal,Economy,806,0,0,5,2,2,2,5,1,1,1,1,1,5,2,1,1,Dissatisfied
Female,20,First-time,Business,Economy,737,2,0,1,1,3,1,3,4,2,4,5,5,4,1,5,5,Neutral
Male,31,Returning,Business,Business,2939,14,11,2,2,4,3,2,4,2,5,2,2,4,2,2,4,Neutral
Female,42,Returning,Business,Business,835,0,0,3,3,5,5,3,5,5,5,5,4,5,3,5,5,Satisfied
Male,38,Returning,Personal,Business,737,15,82,4,4,5,5,4,1,5,4,3,3,1,4,1,1,Neutral
Male,29,Returning,Personal,Business,737,0,0,2,3,2,3,3,3,2,2,2,2,3,3,2,4,Neutral
Female,60,Returning,Business,Business,737,0,0,1,1,4,5,1,4,5,4,4,4,4,1,4,4,Neutral
Female,24,First-time,Business,Business,737,22,43,4,5,3,5,3,3,4,3,5,5,5,5,5,5,Satisfied
Female,60,Returning,Business,Business,737,0,10,3,1,5,4,3,4,4,4,5,4,4,3,4,4,Satisfied
Female,49,Returning,Business,Business,1813,0,0,2,2,3,5,2,5,5,5,5,3,5,2,5,5,Satisfied
Female,48,Returning,Business,Business,835,0,0,4,4,4,5,4,4,4,4,3,3,4,4,4,4,Satisfied
Female,49,Returning,Business,Business,2583,0,42,1,1,3,4,1,5,4,5,4,3,5,1,5,5,Neutral
Male,22,First-time,Business,Economy,835,0,0,4,4,3,4,2,3,3,3,3,3,5,4,3,5,Satisfied
Male,36,Returning,Business,Business,2369,0,0,4,4,5,4,4,5,4,5,3,2,5,4,5,5,Satisfied
Male,22,Returning,Business,Business,2177,0,0,4,4,2,4,4,4,4,5,4,4,3,4,4,3,Satisfied
Female,35,First-time,Business,Economy,737,0,0,4,4,1,4,3,3,5,3,5,5,4,3,5,3,Satisfied
Male,25,First-time,Business,Economy,835,0,0,2,2,1,2,4,4,2,1,2,2,3,2,2,4,Dissatisfied
Male,67,Returning,Business,Business,1624,0,7,5,5,4,5,5,4,5,4,3,5,4,5,4,4,Satisfied
Male,56,Returning,Business,Business,3635,0,0,3,3,4,4,3,3,4,4,5,2,3,3,3,3,Neutral
Female,48,Returning,Business,Business,1831,0,0,5,2,3,4,5,2,4,3,4,2,2,5,2,2,Neutral
Female,27,First-time,Business,Business,835,15,11,2,2,5,2,2,3,2,4,2,2,5,2,2,5,Neutral
Female,50,Returning,Business,Business,835,25,3,2,2,4,3,2,2,3,2,1,2,2,2,2,2,Dissatisfied
Male,49,Returning,Business,Business,2857,0,0,5,5,3,2,5,3,3,3,4,2,3,3,3,3,Neutral
Male,39,Returning,Business,Economy,737,0,9,1,1,3,3,1,2,3,2,3,3,4,3,3,3,Neutral
Female,28,First-time,Business,Business,835,0,0,5,5,3,5,5,5,3,5,3,3,4,5,3,4,Satisfied
Female,51,Returning,Personal,Economy,737,1,7,5,4,4,4,5,3,4,4,5,5,3,3,3,3,Satisfied
Female,27,Returning,Personal,Economy,835,0,0,4,4,5,4,2,4,1,2,1,1,4,4,1,5,Neutral
Male,62,Returning,Personal,Economy,737,0,0,4,3,1,3,3,5,3,2,3,3,5,3,3,5,Neutral
Male,54,Returning,Personal,Economy,737,0,5,5,1,4,1,1,5,4,4,4,4,4,1,4,5,Neutral
Female,38,Returning,Personal,Economy,835,0,0,5,3,3,3,3,3,5,2,5,5,5,3,5,4,Satisfied
Male,57,Returning,Personal,Economy,737,0,0,5,3,4,3,1,3,5,3,2,2,5,3,2,5,Neutral
Female,44,Returning,Personal,Economy,737,7,17,1,3,2,2,3,3,3,3,3,1,3,3,3,3,Neutral
Male,42,Returning,Business,Business,737,0,0,2,2,5,5,2,4,5,4,5,4,4,2,4,4,Satisfied
Male,35,Returning,Business,Business,3373,1,0,1,1,4,5,1,2,5,2,5,4,2,1,2,2,Neutral
Female,27,Returning,Business,Economy Plus,835,15,2,3,3,3,2,3,3,2,4,2,2,3,2,2,3,Neutral
Male,13,First-time,Business,Business,737,0,0,0,5,4,5,3,3,5,2,5,5,5,5,5,4,Satisfied
Female,68,Returning,Personal,Economy Plus,737,0,0,4,1,3,5,3,2,4,1,3,3,2,1,2,1,Neutral
Female,46,Returning,Business,Business,737,0,10,4,4,3,4,4,4,5,4,4,3,4,4,4,4,Satisfied
Female,56,Returning,Business,Business,462,0,0,2,2,5,4,2,5,4,4,4,5,5,2,5,5,Satisfied
Female,45,First-time,Business,Business,462,0,0,4,4,5,4,4,3,5,3,5,5,4,4,5,4,Satisfied
Female,44,Returning,Business,Business,462,0,0,4,4,4,4,4,5,4,5,5,5,5,4,5,5,Very Satisfied
Female,16,Returning,Business,Business,3063,0,0,5,5,1,4,5,1,4,2,4,4,3,4,4,3,Satisfied
Male,40,Returning,Business,Business,3085,0,0,2,2,2,2,2,1,2,1,3,2,1,1,1,1,Dissatisfied
Female,41,Returning,Business,Business,462,185,174,2,2,3,3,2,4,3,3,3,3,2,3,1,2,Neutral
Male,12,Returning,Personal,Economy,462,0,0,4,2,2,2,3,3,2,4,2,2,1,2,2,2,Dissatisfied
Female,43,Returning,Personal,Economy,462,0,0,4,3,3,4,3,1,3,3,4,4,1,3,1,1,Neutral
Female,60,Returning,Personal,Economy,462,59,53,1,1,1,3,4,1,3,1,4,2,1,1,1,1,Dissatisfied
Male,46,Returning,Personal,Economy,462,0,0,4,4,3,4,3,3,3,2,3,3,5,4,3,4,Neutral
Female,43,Returning,Personal,Economy Plus,462,0,0,4,4,1,4,4,2,5,4,1,2,2,4,2,4,Neutral
Male,37,First-time,Business,Business,987,0,0,3,3,3,3,5,4,4,4,4,4,5,2,4,5,Satisfied
Male,72,Returning,Business,Business,922,4,0,3,4,3,4,3,5,4,4,4,2,5,3,5,5,Satisfied
Male,52,Returning,Business,Business,3140,0,0,5,5,3,5,5,5,4,5,5,4,5,5,5,5,Very Satisfied
Male,34,First-time,Business,Business,862,0,0,3,3,5,3,2,4,5,4,5,5,4,3,5,5,Satisfied
Male,43,Returning,Business,Business,1793,0,0,4,4,4,5,4,4,5,4,5,5,4,4,4,4,Satisfied
Male,52,Returning,Business,Business,522,0,4,3,3,4,4,3,5,5,5,3,5,5,3,5,5,Satisfied
Male,10,Returning,Personal,Business,922,0,0,2,5,1,5,4,1,5,4,5,5,4,5,5,3,Satisfied
Female,21,Returning,Business,Business,1977,0,2,3,3,5,5,3,3,5,4,5,5,4,3,5,4,Satisfied
Female,37,Returning,Business,Business,3755,30,74,1,1,5,4,1,4,5,4,3,4,4,1,4,4,Neutral
Female,49,Returning,Business,Economy,862,0,21,2,2,2,3,2,2,4,2,3,1,2,2,2,2,Dissatisfied
Male,50,Returning,Business,Business,922,0,0,3,3,5,5,3,5,5,5,5,2,5,3,5,5,Satisfied
Female,20,First-time,Business,Business,862,10,22,0,5,3,5,3,4,2,3,2,2,4,4,2,5,Neutral
Female,45,Returning,Business,Business,3173,10,15,5,5,3,4,5,4,4,4,4,2,4,5,4,4,Satisfied
Female,35,First-time,Business,Business,862,0,0,3,3,3,3,5,3,3,4,4,4,5,3,4,4,Satisfied
Female,27,Returning,Business,Business,1739,0,0,3,4,3,5,4,5,5,4,5,5,5,4,5,4,Satisfied
Female,44,Returning,Business,Business,3357,7,10,1,1,5,4,1,4,5,4,3,3,4,1,4,4,Neutral
Female,24,First-time,Business,Economy,922,0,12,4,4,4,4,4,5,5,3,5,5,4,4,5,4,Satisfied
Female,35,Returning,Business,Business,2336,0,0,5,5,5,5,5,5,5,5,5,2,5,5,5,5,Very Satisfied
Female,43,Returning,Business,Business,987,0,11,5,5,4,4,5,5,5,5,5,5,5,5,5,5,Very Satisfied
Male,43,Returning,Business,Business,922,28,27,4,4,5,4,4,3,4,3,5,2,3,4,3,3,Satisfied
Male,52,Returning,Business,Business,922,34,48,3,3,4,4,3,5,4,5,3,2,5,3,5,5,Satisfied
Female,43,Returning,Business,Business,987,11,17,1,1,4,5,1,5,5,5,5,2,5,1,5,5,Satisfied
Male,47,Returning,Business,Business,862,14,0,2,5,4,4,5,5,5,5,5,4,5,5,5,5,Very Satisfied
Male,23,First-time,Business,Business,987,0,0,0,5,3,5,3,3,1,3,1,1,4,5,1,4,Neutral
Female,47,Returning,Business,Business,2989,0,0,1,1,5,5,1,5,4,5,3,4,5,1,5,5,Satisfied
Male,54,Returning,Business,Business,987,0,0,3,3,2,2,3,1,2,1,3,4,1,1,1,1,Dissatisfied
Male,26,Returning,Business,Economy,862,2,0,3,3,3,3,3,2,1,1,3,3,4,3,3,4,Neutral
Male,42,Returning,Business,Business,2346,0,28,2,2,3,4,2,4,5,4,5,2,4,2,4,4,Neutral
Female,47,Returning,Business,Business,3597,9,0,2,2,4,5,2,5,5,5,3,5,5,2,5,5,Satisfied
Female,49,Returning,Business,Business,2813,0,0,4,4,4,2,4,3,3,3,2,5,3,3,3,3,Neutral
Male,41,Returning,Business,Business,862,0,0,2,2,3,5,2,5,4,5,3,5,5,2,5,5,Satisfied
Male,9,First-time,Business,Economy,922,17,1,5,5,5,5,3,3,4,5,5,5,5,5,5,4,Very Satisfied
Male,44,Returning,Business,Business,922,0,0,4,4,2,2,4,1,2,1,4,5,1,1,1,1,Dissatisfied
Female,45,Returning,Business,Economy,922,0,0,5,3,3,3,5,1,3,1,4,2,1,1,1,1,Dissatisfied
Female,56,Returning,Business,Business,3639,0,0,4,4,4,3,4,3,4,3,2,4,3,3,3,3,Neutral
Female,18,First-time,Business,Economy,862,29,15,2,2,4,2,3,1,4,4,4,4,4,2,4,3,Neutral
Male,50,Returning,Business,Economy,522,0,0,2,2,1,3,2,3,3,3,3,3,3,3,3,4,Neutral
Male,49,Returning,Personal,Economy,922,20,13,5,5,3,5,2,3,3,2,4,4,5,5,4,5,Satisfied
Male,11,Returning,Personal,Economy,922,0,2,5,2,5,2,3,4,3,2,3,3,4,2,3,5,Neutral
Female,18,Returning,Personal,Economy,922,0,6,5,1,3,1,1,4,5,4,2,2,5,1,2,4,Neutral
Male,26,Returning,Personal,Economy,922,63,67,4,1,5,1,2,4,4,1,4,4,3,1,4,5,Neutral
Female,11,Returning,Personal,Economy,987,23,25,4,4,5,4,3,3,5,2,5,5,5,4,5,5,Satisfied
Female,31,Returning,Personal,Economy,862,0,0,4,2,3,2,2,5,5,3,5,5,5,2,5,4,Satisfied
Male,52,Returning,Personal,Economy,922,0,0,5,3,3,3,2,3,4,4,4,4,4,3,4,4,Satisfied
Male,29,Returning,Personal,Economy,987,0,3,5,1,2,1,2,5,1,1,4,4,3,1,4,2,Neutral
Female,15,Returning,Personal,Economy,922,0,7,2,1,1,1,2,2,5,1,5,5,3,2,5,2,Neutral
Female,27,First-time,Business,Business,862,8,11,2,2,5,2,3,3,4,5,2,2,5,3,2,5,Neutral
Male,76,Returning,Business,Economy Plus,587,16,37,1,1,4,2,1,1,2,1,2,2,4,2,2,3,Dissatisfied
Male,13,Returning,Personal,Economy Plus,862,1,0,3,3,1,3,4,3,5,1,5,5,4,3,5,3,Neutral
Male,35,Returning,Personal,Economy Plus,922,27,35,4,2,5,2,3,5,1,5,1,1,5,2,1,5,Neutral
Female,42,Returning,Business,Economy Plus,922,0,0,5,5,3,3,5,1,3,1,2,5,1,1,1,1,Neutral
Male,28,First-time,Business,Business,489,0,0,2,2,4,2,5,5,2,5,2,2,5,2,2,5,Neutral
Male,51,Returning,Business,Business,3537,0,0,5,5,2,3,5,3,4,3,3,4,3,3,3,3,Satisfied
Female,53,Returning,Business,Business,3913,0,0,5,2,4,4,5,4,4,4,3,5,4,5,4,4,Satisfied
Male,34,Returning,Business,Business,1616,0,0,2,4,5,5,2,5,4,5,4,2,5,2,5,5,Satisfied
Male,43,Returning,Business,Business,1632,0,0,1,1,3,4,1,5,4,5,4,4,5,1,5,5,Neutral
Male,52,Returning,Business,Business,2564,0,0,5,5,3,4,5,5,5,5,3,2,5,5,5,5,Satisfied
Male,24,First-time,Business,Economy,489,0,0,4,3,4,3,4,2,4,3,4,4,3,3,4,3,Neutral
Female,28,Returning,Business,Business,489,0,0,1,1,3,4,1,4,4,2,4,4,4,1,4,5,Neutral
Male,23,Returning,Business,Business,489,0,0,4,4,2,4,4,4,4,5,4,4,3,4,4,3,Satisfied
Female,36,First-time,Business,Economy,489,0,4,3,4,3,4,3,1,1,2,1,1,4,4,1,4,Neutral
Female,23,Returning,Personal,Economy,489,0,0,1,3,2,3,1,2,2,3,1,1,1,3,1,1,Dissatisfied
Female,42,Returning,Personal,Economy,489,51,59,5,2,5,4,2,3,1,2,2,5,3,2,3,3,Neutral
Female,49,Returning,Personal,Economy,489,0,0,3,4,3,4,3,2,3,4,3,2,2,4,2,3,Neutral
Male,62,Returning,Personal,Economy,489,0,28,2,3,1,3,4,4,2,5,5,5,3,3,5,4,Satisfied
Male,14,Returning,Personal,Economy,489,76,70,0,2,3,2,3,5,5,3,5,5,4,2,5,4,Neutral
Female,30,Returning,Business,Business,489,0,0,2,2,5,4,2,4,4,5,4,4,4,2,4,4,Satisfied
Female,58,Returning,Business,Business,2529,0,0,3,3,4,4,3,3,5,4,4,5,3,3,3,3,Satisfied
Male,63,Returning,Business,Business,3482,0,0,2,2,3,4,2,5,5,5,5,4,5,2,5,5,Satisfied
Female,55,Returning,Business,Business,340,0,15,1,1,3,5,1,4,5,4,3,5,4,1,4,4,Neutral
Male,55,Returning,Business,Business,2503,18,9,3,3,5,5,3,5,4,5,5,2,5,3,5,5,Satisfied
Female,41,First-time,Business,Business,340,0,0,4,4,5,4,3,3,1,3,1,1,4,4,1,5,Neutral
Female,37,First-time,Business,Economy,340,0,6,4,4,2,4,3,3,2,5,2,2,4,4,2,3,Neutral
Female,57,Returning,Business,Business,340,0,0,3,3,5,4,3,3,5,4,4,3,3,3,3,3,Satisfied
Male,22,Returning,Personal,Economy,340,0,0,1,1,1,1,2,4,3,3,3,3,2,1,3,2,Dissatisfied
Male,57,Returning,Personal,Economy,340,0,1,5,4,4,4,2,5,2,3,3,3,4,4,3,4,Satisfied
Female,70,Returning,Personal,Economy,340,0,0,4,3,5,5,5,5,4,3,3,3,5,3,5,5,Satisfied
Female,13,Returning,Personal,Economy,340,9,25,2,2,1,2,3,3,3,1,4,4,3,2,4,4,Neutral
Male,16,Returning,Personal,Economy,340,0,0,5,1,3,1,2,3,5,5,5,5,4,1,5,4,Satisfied
Male,37,Returning,Business,Business,3703,61,46,2,2,4,5,2,5,4,4,4,4,5,2,5,5,Satisfied
Male,56,Returning,Business,Business,594,130,138,5,5,5,5,5,4,5,5,5,5,3,5,4,5,Very Satisfied
Male,37,Returning,Personal,Business,594,0,11,3,3,1,3,3,5,4,3,1,2,5,2,5,5,Neutral
Female,41,Returning,Business,Business,594,0,0,5,5,5,5,5,4,5,4,5,4,4,5,4,4,Very Satisfied
Female,28,First-time,Business,Business,413,5,0,3,3,4,3,5,5,5,4,5,5,4,3,5,5,Satisfied
Female,25,First-time,Business,Business,413,0,12,4,3,3,3,1,4,1,2,1,1,4,3,1,5,Neutral
Female,41,Returning,Business,Business,2660,0,2,3,3,3,5,3,2,5,2,4,5,2,3,2,2,Neutral
Male,40,Returning,Business,Business,413,60,71,1,1,5,4,1,5,5,5,5,2,5,1,5,5,Satisfied
Male,51,Returning,Business,Business,3131,0,0,2,2,3,5,2,4,5,4,4,3,4,2,4,4,Neutral
Female,58,Returning,Business,Business,413,0,0,1,1,3,4,1,4,5,4,5,3,4,1,4,4,Neutral
Male,54,Returning,Business,Business,413,54,95,2,2,4,4,2,5,4,5,4,3,5,2,5,5,Satisfied
Male,32,Returning,Business,Business,3005,55,81,5,5,4,4,5,3,5,2,5,5,4,5,5,5,Satisfied
Male,46,Returning,Business,Business,2504,0,5,4,4,4,4,4,3,5,2,5,4,3,4,3,3,Satisfied
Male,41,Returning,Business,Business,1899,0,0,1,1,4,5,1,5,5,5,3,2,5,1,5,5,Neutral
Female,46,Returning,Business,Business,413,33,43,4,5,2,3,5,3,3,2,4,1,3,3,3,3,Neutral
Female,42,Returning,Business,Business,594,0,0,5,5,4,4,5,5,5,5,5,3,5,5,5,5,Very Satisfied
Male,46,Returning,Business,Business,594,0,0,5,5,4,5,5,4,5,4,5,3,4,5,4,4,Satisfied
Female,46,Returning,Business,Economy,678,0,0,2,2,3,4,2,2,4,2,1,1,2,2,2,2,Dissatisfied
Female,50,Returning,Business,Business,1761,0,0,5,5,3,5,5,3,4,3,5,4,3,5,3,3,Satisfied
Female,34,Returning,Business,Business,1884,8,0,1,1,3,4,1,3,3,3,3,3,3,3,3,3,Neutral
Male,49,Returning,Business,Business,1703,54,53,4,4,5,4,4,2,5,2,3,4,2,4,2,2,Neutral
Male,24,Returning,Business,Business,594,10,25,1,1,4,4,1,5,4,4,4,4,5,1,4,4,Neutral
Female,55,Returning,Business,Business,2809,106,93,1,5,3,5,1,4,4,4,5,4,4,1,4,4,Satisfied
Male,28,First-time,Business,Business,413,0,0,3,3,4,3,1,4,2,4,3,3,4,3,3,4,Neutral
Female,44,Returning,Business,Business,594,0,0,3,3,5,4,3,4,5,4,4,4,4,3,4,4,Satisfied
Male,30,Returning,Business,Business,413,0,0,4,4,5,4,4,3,4,4,4,4,5,4,4,5,Satisfied
Male,49,Returning,Business,Business,3889,0,0,4,4,4,2,4,1,2,1,2,4,1,1,1,1,Dissatisfied
Female,17,First-time,Business,Economy,678,0,36,2,2,3,2,3,1,4,3,4,4,2,2,4,2,Neutral
Male,50,Returning,Business,Business,1949,0,0,5,5,3,4,5,4,5,4,4,4,4,5,4,4,Satisfied
Female,14,Returning,Business,Business,2255,5,8,2,3,1,2,2,4,2,4,2,2,3,2,2,3,Dissatisfied
Male,36,Returning,Business,Business,194,0,11,1,1,4,3,1,5,2,5,2,4,5,1,5,5,Neutral
Male,51,Returning,Personal,Economy,678,19,22,4,2,3,2,1,3,1,5,4,4,4,2,4,5,Neutral
Male,47,Returning,Personal,Economy,678,0,0,4,1,4,1,3,5,3,3,3,3,4,2,3,4,Neutral
Male,59,Returning,Personal,Economy,594,0,0,5,3,3,3,3,4,5,4,5,5,5,3,5,5,Satisfied
Female,33,Returning,Personal,Economy,413,0,0,1,2,3,2,3,2,1,2,5,5,4,2,5,4,Neutral
Male,48,Returning,Personal,Economy,594,0,26,3,4,1,4,3,2,1,1,3,3,5,4,3,3,Neutral
Female,13,Returning,Personal,Economy,594,0,0,5,3,4,3,4,5,5,5,5,5,2,3,5,4,Satisfied
Male,39,Returning,Personal,Economy,413,37,79,4,2,5,2,1,4,3,5,3,3,4,2,3,4,Neutral
Female,34,Returning,Personal,Economy,594,0,0,3,3,4,3,4,4,3,1,5,5,3,3,5,4,Satisfied
Male,9,Returning,Personal,Economy,594,0,0,2,3,1,3,2,1,3,5,3,3,3,2,3,3,Neutral
Female,50,Returning,Business,Business,2154,88,107,3,5,3,5,5,5,4,5,4,3,5,5,5,5,Satisfied
Female,60,Returning,Business,Economy Plus,413,0,0,3,3,4,4,3,3,3,3,2,3,3,3,3,3,Neutral
Male,62,Returning,Personal,Economy Plus,413,0,9,5,3,2,3,1,5,5,4,5,5,5,1,5,4,Satisfied
Male,54,Returning,Personal,Economy Plus,594,0,0,3,2,4,2,2,5,4,4,4,4,4,1,4,2,Neutral
Male,34,Returning,Personal,Economy Plus,413,0,0,5,3,4,3,5,4,1,2,2,2,4,3,2,4,Neutral
Female,10,Returning,Personal,Economy Plus,413,15,41,4,2,2,2,3,2,2,1,2,2,3,2,2,4,Dissatisfied
Male,68,Returning,Personal,Economy Plus,594,0,0,4,3,3,3,2,2,1,4,1,1,1,3,1,1,Dissatisfied
Female,46,Returning,Business,Business,3294,15,19,3,3,4,3,3,3,4,3,3,1,3,3,3,3,Neutral
Male,45,Returning,Business,Business,2141,0,0,2,2,3,5,2,4,4,5,3,5,4,2,4,4,Satisfied
Female,54,Returning,Business,Business,1880,0,4,2,2,3,5,2,5,4,5,5,3,5,2,5,5,Satisfied
Female,22,First-time,Business,Economy,1013,0,0,1,1,3,1,3,2,5,3,5,5,3,1,5,3,Neutral
Male,29,First-time,Business,Economy,1013,0,0,3,3,2,3,3,2,1,3,1,1,4,3,1,3,Dissatisfied
Male,46,Returning,Business,Economy,613,0,13,4,3,4,5,4,1,5,3,5,5,3,5,5,4,Satisfied
Male,27,First-time,Business,Economy,613,18,5,1,2,1,2,4,2,1,1,1,1,4,2,1,4,Dissatisfied
Female,29,First-time,Business,Economy,1013,0,0,4,4,1,4,1,3,3,5,3,3,4,5,3,1,Neutral
Female,28,Returning,Personal,Economy,1013,0,0,2,4,3,4,3,2,5,5,5,5,3,4,5,3,Satisfied
Female,69,Returning,Personal,Economy,1013,0,14,3,3,1,5,1,5,2,3,5,2,5,3,5,5,Neutral
Female,27,Returning,Personal,Economy,1013,30,24,1,2,1,2,2,2,1,2,4,4,2,2,4,3,Dissatisfied
Male,10,Returning,Personal,Economy,1013,0,0,2,3,1,3,3,3,2,4,2,2,4,3,2,4,Neutral
Female,23,Returning,Personal,Economy,1013,0,0,2,5,4,5,2,1,2,4,2,2,2,5,2,2,Neutral
Male,22,Returning,Business,Economy Plus,1013,0,14,5,5,1,2,5,3,1,1,2,2,3,2,2,4,Neutral
Male,57,Returning,Business,Business,3428,0,0,1,5,5,4,1,4,5,4,3,4,4,1,4,4,Satisfied
Female,50,Returning,Business,Business,140,0,0,4,4,5,4,4,4,5,4,5,4,4,4,4,4,Satisfied
Male,58,Returning,Business,Business,237,0,24,4,4,5,4,4,5,4,5,4,4,5,4,5,5,Satisfied
Male,59,Returning,Business,Business,3225,0,0,5,5,5,5,5,4,4,4,5,5,4,5,4,4,Very Satisfied
Female,39,First-time,Business,Business,140,0,0,1,1,5,1,2,4,4,4,4,4,4,1,4,5,Neutral
Male,44,Returning,Business,Business,237,42,40,1,1,4,4,1,5,4,4,4,5,5,1,5,5,Satisfied
Female,39,Returning,Business,Business,3475,0,0,1,1,3,4,1,5,5,5,3,2,5,1,5,5,Neutral
Female,51,Returning,Business,Business,3762,0,0,4,3,3,4,3,4,4,4,4,5,4,3,4,5,Satisfied
Female,48,Returning,Business,Economy,140,0,0,4,4,4,1,4,2,2,2,2,2,2,2,2,2,Neutral
Male,51,Returning,Business,Business,3874,0,0,3,3,3,2,3,3,2,3,2,5,3,1,3,1,Neutral
Male,41,Returning,Business,Economy,140,0,0,3,3,3,4,3,1,4,1,4,4,4,4,4,3,Neutral
Male,36,Returning,Business,Business,140,0,0,5,5,4,3,5,4,4,4,3,4,4,1,4,1,Satisfied
Male,60,Returning,Business,Business,140,0,0,3,3,4,4,3,5,4,5,3,3,5,3,5,5,Satisfied
Male,59,First-time,Business,Business,237,0,0,1,1,2,1,2,2,3,5,3,3,3,1,3,3,Dissatisfied
Male,40,Returning,Business,Business,140,0,0,1,1,5,4,1,5,5,5,5,3,5,1,5,5,Satisfied
Female,28,First-time,Business,Business,140,0,0,4,4,4,4,2,3,3,3,1,1,4,4,1,5,Neutral
Male,25,First-time,Business,Business,140,0,0,5,4,4,4,2,4,2,5,2,2,4,3,2,5,Neutral
Female,37,Returning,Business,Business,2915,0,0,4,4,1,4,4,2,4,1,1,1,2,4,2,4,Neutral
Female,53,Returning,Personal,Economy,140,0,0,4,4,3,5,4,2,5,4,5,3,2,4,2,2,Satisfied
Male,59,Returning,Personal,Economy,140,0,0,4,4,4,4,4,3,2,4,2,2,3,4,2,2,Neutral
Female,8,Returning,Personal,Economy,140,11,6,1,3,1,3,4,1,4,5,4,4,4,3,4,4,Neutral
Male,57,Returning,Personal,Economy,140,0,0,3,1,2,1,3,3,5,5,5,5,5,1,5,3,Neutral
Male,63,Returning,Personal,Economy,140,0,0,3,5,2,5,4,4,5,5,5,5,5,5,5,2,Satisfied
Female,23,Returning,Personal,Economy,140,0,0,5,3,1,3,4,3,4,1,4,4,2,3,4,2,Neutral
Female,58,Returning,Business,Business,1700,6,6,5,5,3,5,5,5,5,5,3,4,5,5,5,5,Very Satisfied
Male,44,Returning,Business,Business,2408,0,4,4,4,3,4,4,3,5,4,5,3,3,4,3,3,Satisfied
Female,39,Returning,Business,Business,3576,20,115,2,3,4,4,3,3,4,4,3,2,3,3,3,3,Neutral
Male,23,Returning,Business,Business,3392,0,30,2,5,4,3,2,1,2,1,2,2,4,2,2,3,Neutral
Male,56,Returning,Business,Business,2589,0,0,3,3,3,4,3,3,4,3,3,4,3,3,3,3,Neutral
Male,7,Returning,Personal,Business,585,44,37,5,1,3,1,3,4,4,5,4,4,5,1,4,4,Neutral
Male,26,Returning,Business,Business,585,0,0,3,2,5,5,3,3,5,5,5,5,5,3,5,5,Satisfied
Male,24,First-time,Business,Business,585,61,64,5,5,3,5,4,4,5,4,5,5,5,5,5,5,Very Satisfied
Male,36,Returning,Business,Business,2097,20,5,3,2,4,4,3,3,5,3,3,4,3,3,3,3,Neutral
Female,39,Returning,Business,Business,1777,0,29,3,3,5,5,3,4,5,4,4,3,4,3,4,4,Satisfied
Male,54,Returning,Business,Business,585,17,40,2,2,3,4,2,4,4,4,5,5,4,2,4,4,Satisfied
Female,21,First-time,Business,Economy,585,9,51,2,5,3,5,2,5,4,5,4,4,4,5,4,4,Satisfied
Female,62,Returning,Business,Business,2060,0,0,2,5,3,4,5,4,5,5,3,4,4,5,4,4,Satisfied
Male,52,Returning,Business,Business,585,0,3,1,1,3,4,1,4,4,4,5,4,4,1,4,4,Neutral
Female,40,Returning,Business,Business,693,47,30,5,5,5,4,5,4,4,4,5,3,4,5,4,4,Satisfied
Male,53,Returning,Business,Business,2902,0,0,2,2,4,5,2,4,4,4,3,4,4,2,4,4,Neutral
Male,44,First-time,Business,Economy,693,2,0,1,1,3,1,3,1,5,1,5,5,4,1,5,3,Neutral
Female,51,Returning,Business,Business,693,0,52,1,1,5,4,1,4,5,4,4,2,4,1,4,4,Neutral
Male,36,Returning,Business,Business,2354,407,409,5,5,4,4,5,2,4,4,4,4,5,5,5,4,Satisfied
Male,25,Returning,Business,Business,693,0,0,2,2,3,2,2,1,2,4,2,2,3,2,2,3,Dissatisfied
